Filename: D:\_RESEARCH\_datasets\GudalurSTD\Data_in_brief_dataset\DATA\AIRBORNE\AVNG_PROCESSED\AVNG_REFL
ROI: Region #1 [Green] 4 points

Basic Stats	  Min	  Max	       Mean	     Stdev
           	 2938	      0	      3	  0.0000	 75.0000
           	 2941	      0	      3	  0.0000	 75.0000
           	 2944	      0	      3	  0.0000	 75.0000
           	 2947	      0	      3	  0.0000	 75.0000
           	 2950	      0	      3	  0.0000	 75.0000
           	 2953	      0	      3	  0.0000	 75.0000
           	 2956	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 39    	 2443	      1	      1	 25.0000	 25.0000
Bin=3      	 2446	      0	      1	  0.0000	 25.0000
           	 2449	      0	      1	  0.0000	 25.0000
           	 2452	      0	      1	  0.0000	 25.0000
           	 2455	      0	      1	  0.0000	 25.0000
           	 2458	      0	      1	  0.0000	 25.0000
           	 2461	      0	      1	  0.0000	 25.0000
           	 2464	      0	      1	  0.0000	 25.0000
           	 2467	      0	      1	  0.0000	 25.0000
           	 2470	      0	      1	  0.0000	 25.0000
           	 2473	      0	      1	  0.0000	 25.0000
           	 2476	      0	      1	  0.0000	 25.0000
           	 2479	      0	      1	  0.0000	 25.0000
           	 2482	      0	      1	  0.0000	 25.0000
           	 2485	      0	      1	  0.0000	 25.0000
           	 2488	      0	      1	  0.0000	 25.0000
           	 2491	      0	      1	  0.0000	 25.0000
           	 2494	      0	      1	  0.0000	 25.0000
           	 2497	      0	      1	  0.0000	 25.0000
           	 2500	      0	      1	  0.0000	 25.0000
           	 2503	      0	      1	  0.0000	 25.0000
           	 2506	      0	      1	  0.0000	 25.0000
           	 2509	      0	      1	  0.0000	 25.0000
           	 2512	      0	      1	  0.0000	 25.0000
           	 2515	      0	      1	  0.0000	 25.0000
           	 2518	      0	      1	  0.0000	 25.0000
           	 2521	      0	      1	  0.0000	 25.0000
           	 2524	      0	      1	  0.0000	 25.0000
           	 2527	      0	      1	  0.0000	 25.0000
           	 2530	      0	      1	  0.0000	 25.0000
           	 2533	      0	      1	  0.0000	 25.0000
           	 2536	      0	      1	  0.0000	 25.0000
           	 2539	      0	      1	  0.0000	 25.0000
           	 2542	      0	      1	  0.0000	 25.0000
           	 2545	      0	      1	  0.0000	 25.0000
           	 2548	      0	      1	  0.0000	 25.0000
           	 2551	      0	      1	  0.0000	 25.0000
           	 2554	      0	      1	  0.0000	 25.0000
           	 2557	      0	      1	  0.0000	 25.0000
           	 2560	      0	      1	  0.0000	 25.0000
           	 2563	      0	      1	  0.0000	 25.0000
           	 2566	      0	      1	  0.0000	 25.0000
           	 2569	      0	      1	  0.0000	 25.0000
           	 2572	      0	      1	  0.0000	 25.0000
           	 2575	      0	      1	  0.0000	 25.0000
           	 2578	      0	      1	  0.0000	 25.0000
           	 2581	      0	      1	  0.0000	 25.0000
           	 2584	      0	      1	  0.0000	 25.0000
           	 2587	      0	      1	  0.0000	 25.0000
           	 2590	      0	      1	  0.0000	 25.0000
           	 2593	      0	      1	  0.0000	 25.0000
           	 2596	      0	      1	  0.0000	 25.0000
           	 2599	      0	      1	  0.0000	 25.0000
           	 2602	      0	      1	  0.0000	 25.0000
           	 2605	      0	      1	  0.0000	 25.0000
           	 2608	      0	      1	  0.0000	 25.0000
           	 2611	      0	      1	  0.0000	 25.0000
           	 2614	      0	      1	  0.0000	 25.0000
           	 2617	      0	      1	  0.0000	 25.0000
           	 2620	      0	      1	  0.0000	 25.0000
           	 2623	      0	      1	  0.0000	 25.0000
           	 2626	      0	      1	  0.0000	 25.0000
           	 2629	      0	      1	  0.0000	 25.0000
           	 2632	      0	      1	  0.0000	 25.0000
           	 2635	      0	      1	  0.0000	 25.0000
           	 2638	      0	      1	  0.0000	 25.0000
           	 2641	      0	      1	  0.0000	 25.0000
           	 2644	      0	      1	  0.0000	 25.0000
           	 2647	      0	      1	  0.0000	 25.0000
           	 2650	      0	      1	  0.0000	 25.0000
           	 2653	      0	      1	  0.0000	 25.0000
           	 2656	      0	      1	  0.0000	 25.0000
           	 2659	      0	      1	  0.0000	 25.0000
           	 2662	      0	      1	  0.0000	 25.0000
           	 2665	      0	      1	  0.0000	 25.0000
           	 2668	      0	      1	  0.0000	 25.0000
           	 2671	      0	      1	  0.0000	 25.0000
           	 2674	      0	      1	  0.0000	 25.0000
           	 2677	      0	      1	  0.0000	 25.0000
           	 2680	      0	      1	  0.0000	 25.0000
           	 2683	      0	      1	  0.0000	 25.0000
           	 2686	      0	      1	  0.0000	 25.0000
           	 2689	      0	      1	  0.0000	 25.0000
           	 2692	      0	      1	  0.0000	 25.0000
           	 2695	      0	      1	  0.0000	 25.0000
           	 2698	      0	      1	  0.0000	 25.0000
           	 2701	      0	      1	  0.0000	 25.0000
           	 2704	      0	      1	  0.0000	 25.0000
           	 2707	      0	      1	  0.0000	 25.0000
           	 2710	      0	      1	  0.0000	 25.0000
           	 2713	      0	      1	  0.0000	 25.0000
           	 2716	      0	      1	  0.0000	 25.0000
           	 2719	      0	      1	  0.0000	 25.0000
           	 2722	      0	      1	  0.0000	 25.0000
           	 2725	      1	      2	 25.0000	 50.0000
           	 2728	      0	      2	  0.0000	 50.0000
           	 2731	      0	      2	  0.0000	 50.0000
           	 2734	      0	      2	  0.0000	 50.0000
           	 2737	      0	      2	  0.0000	 50.0000
           	 2740	      0	      2	  0.0000	 50.0000
           	 2743	      0	      2	  0.0000	 50.0000
           	 2746	      0	      2	  0.0000	 50.0000
           	 2749	      0	      2	  0.0000	 50.0000
           	 2752	      0	      2	  0.0000	 50.0000
           	 2755	      0	      2	  0.0000	 50.0000
           	 2758	      0	      2	  0.0000	 50.0000
           	 2761	      0	      2	  0.0000	 50.0000
           	 2764	      0	      2	  0.0000	 50.0000
           	 2767	      0	      2	  0.0000	 50.0000
           	 2770	      0	      2	  0.0000	 50.0000
           	 2773	      0	      2	  0.0000	 50.0000
           	 2776	      0	      2	  0.0000	 50.0000
           	 2779	      0	      2	  0.0000	 50.0000
           	 2782	      0	      2	  0.0000	 50.0000
           	 2785	      0	      2	  0.0000	 50.0000
           	 2788	      0	      2	  0.0000	 50.0000
           	 2791	      0	      2	  0.0000	 50.0000
           	 2794	      0	      2	  0.0000	 50.0000
           	 2797	      0	      2	  0.0000	 50.0000
           	 2800	      0	      2	  0.0000	 50.0000
           	 2803	      0	      2	  0.0000	 50.0000
           	 2806	      0	      2	  0.0000	 50.0000
           	 2809	      0	      2	  0.0000	 50.0000
           	 2812	      0	      2	  0.0000	 50.0000
           	 2815	      0	      2	  0.0000	 50.0000
           	 2818	      0	      2	  0.0000	 50.0000
           	 2821	      0	      2	  0.0000	 50.0000
           	 2824	      0	      2	  0.0000	 50.0000
           	 2827	      1	      3	 25.0000	 75.0000
           	 2830	      0	      3	  0.0000	 75.0000
           	 2833	      0	      3	  0.0000	 75.0000
           	 2836	      0	      3	  0.0000	 75.0000
           	 2839	      0	      3	  0.0000	 75.0000
           	 2842	      0	      3	  0.0000	 75.0000
           	 2845	      0	      3	  0.0000	 75.0000
           	 2848	      0	      3	  0.0000	 75.0000
           	 2851	      0	      3	  0.0000	 75.0000
           	 2854	      0	      3	  0.0000	 75.0000
           	 2857	      0	      3	  0.0000	 75.0000
           	 2860	      0	      3	  0.0000	 75.0000
           	 2863	      0	      3	  0.0000	 75.0000
           	 2866	      0	      3	  0.0000	 75.0000
           	 2869	      0	      3	  0.0000	 75.0000
           	 2872	      0	      3	  0.0000	 75.0000
           	 2875	      0	      3	  0.0000	 75.0000
           	 2878	      0	      3	  0.0000	 75.0000
           	 2881	      0	      3	  0.0000	 75.0000
           	 2884	      0	      3	  0.0000	 75.0000
           	 2887	      0	      3	  0.0000	 75.0000
           	 2890	      0	      3	  0.0000	 75.0000
           	 2893	      0	      3	  0.0000	 75.0000
           	 2896	      0	      3	  0.0000	 75.0000
           	 2899	      0	      3	  0.0000	 75.0000
           	 2902	      0	      3	  0.0000	 75.0000
           	 2905	      0	      3	  0.0000	 75.0000
           	 2908	      0	      3	  0.0000	 75.0000
           	 2911	      0	      3	  0.0000	 75.0000
           	 2914	      0	      3	  0.0000	 75.0000
           	 2917	      0	      3	  0.0000	 75.0000
           	 2920	      0	      3	  0.0000	 75.0000
           	 2923	      0	      3	  0.0000	 75.0000
           	 2926	      0	      3	  0.0000	 75.0000
           	 2929	      0	      3	  0.0000	 75.0000
           	 2932	      0	      3	  0.0000	 75.0000
           	 2935	      0	      3	  0.0000	 75.0000
           	 2938	      0	      3	  0.0000	 75.0000
           	 2941	      0	      3	  0.0000	 75.0000
           	 2944	      0	      3	  0.0000	 75.0000
           	 2947	      0	      3	  0.0000	 75.0000
           	 2950	      0	      3	  0.0000	 75.0000
           	 2953	      0	      3	  0.0000	 75.0000
           	 2956	      0	      3	  0.0000	 75.0000
           	 2959	      0	      3	  0.0000	 75.0000
           	 2962	      0	      3	  0.0000	 75.0000
           	 2965	      0	      3	  0.0000	 75.0000
           	 2968	      0	      3	  0.0000	 75.0000
           	 2971	      0	      3	  0.0000	 75.0000
           	 2974	      0	      3	  0.0000	 75.0000
           	 2977	      0	      3	  0.0000	 75.0000
           	 2980	      0	      3	  0.0000	 75.0000
           	 2983	      0	      3	  0.0000	 75.0000
           	 2986	      0	      3	  0.0000	 75.0000
           	 2989	      0	      3	  0.0000	 75.0000
           	 2992	      0	      3	  0.0000	 75.0000
           	 2995	      0	      3	  0.0000	 75.0000
           	 2998	      0	      3	  0.0000	 75.0000
           	 3001	      0	      3	  0.0000	 75.0000
           	 3004	      0	      3	  0.0000	 75.0000
           	 3007	      0	      3	  0.0000	 75.0000
           	 3010	      0	      3	  0.0000	 75.0000
           	 3013	      0	      3	  0.0000	 75.0000
           	 3016	      0	      3	  0.0000	 75.0000
           	 3019	      0	      3	  0.0000	 75.0000
           	 3022	      0	      3	  0.0000	 75.0000
           	 3025	      0	      3	  0.0000	 75.0000
           	 3028	      0	      3	  0.0000	 75.0000
           	 3031	      0	      3	  0.0000	 75.0000
           	 3034	      0	      3	  0.0000	 75.0000
           	 3037	      0	      3	  0.0000	 75.0000
           	 3040	      0	      3	  0.0000	 75.0000
           	 3043	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 40    	 2569	      1	      1	 25.0000	 25.0000
Bin=3      	 2572	      0	      1	  0.0000	 25.0000
           	 2575	      0	      1	  0.0000	 25.0000
           	 2578	      0	      1	  0.0000	 25.0000
           	 2581	      0	      1	  0.0000	 25.0000
           	 2584	      0	      1	  0.0000	 25.0000
           	 2587	      0	      1	  0.0000	 25.0000
           	 2590	      0	      1	  0.0000	 25.0000
           	 2593	      0	      1	  0.0000	 25.0000
           	 2596	      0	      1	  0.0000	 25.0000
           	 2599	      0	      1	  0.0000	 25.0000
           	 2602	      0	      1	  0.0000	 25.0000
           	 2605	      0	      1	  0.0000	 25.0000
           	 2608	      0	      1	  0.0000	 25.0000
           	 2611	      0	      1	  0.0000	 25.0000
           	 2614	      0	      1	  0.0000	 25.0000
           	 2617	      0	      1	  0.0000	 25.0000
           	 2620	      0	      1	  0.0000	 25.0000
           	 2623	      0	      1	  0.0000	 25.0000
           	 2626	      0	      1	  0.0000	 25.0000
           	 2629	      0	      1	  0.0000	 25.0000
           	 2632	      0	      1	  0.0000	 25.0000
           	 2635	      0	      1	  0.0000	 25.0000
           	 2638	      0	      1	  0.0000	 25.0000
           	 2641	      0	      1	  0.0000	 25.0000
           	 2644	      0	      1	  0.0000	 25.0000
           	 2647	      0	      1	  0.0000	 25.0000
           	 2650	      0	      1	  0.0000	 25.0000
           	 2653	      0	      1	  0.0000	 25.0000
           	 2656	      0	      1	  0.0000	 25.0000
           	 2659	      0	      1	  0.0000	 25.0000
           	 2662	      0	      1	  0.0000	 25.0000
           	 2665	      0	      1	  0.0000	 25.0000
           	 2668	      0	      1	  0.0000	 25.0000
           	 2671	      0	      1	  0.0000	 25.0000
           	 2674	      0	      1	  0.0000	 25.0000
           	 2677	      0	      1	  0.0000	 25.0000
           	 2680	      0	      1	  0.0000	 25.0000
           	 2683	      0	      1	  0.0000	 25.0000
           	 2686	      0	      1	  0.0000	 25.0000
           	 2689	      0	      1	  0.0000	 25.0000
           	 2692	      0	      1	  0.0000	 25.0000
           	 2695	      0	      1	  0.0000	 25.0000
           	 2698	      0	      1	  0.0000	 25.0000
           	 2701	      0	      1	  0.0000	 25.0000
           	 2704	      0	      1	  0.0000	 25.0000
           	 2707	      0	      1	  0.0000	 25.0000
           	 2710	      0	      1	  0.0000	 25.0000
           	 2713	      0	      1	  0.0000	 25.0000
           	 2716	      0	      1	  0.0000	 25.0000
           	 2719	      0	      1	  0.0000	 25.0000
           	 2722	      0	      1	  0.0000	 25.0000
           	 2725	      0	      1	  0.0000	 25.0000
           	 2728	      0	      1	  0.0000	 25.0000
           	 2731	      0	      1	  0.0000	 25.0000
           	 2734	      0	      1	  0.0000	 25.0000
           	 2737	      0	      1	  0.0000	 25.0000
           	 2740	      0	      1	  0.0000	 25.0000
           	 2743	      0	      1	  0.0000	 25.0000
           	 2746	      0	      1	  0.0000	 25.0000
           	 2749	      0	      1	  0.0000	 25.0000
           	 2752	      0	      1	  0.0000	 25.0000
           	 2755	      0	      1	  0.0000	 25.0000
           	 2758	      0	      1	  0.0000	 25.0000
           	 2761	      0	      1	  0.0000	 25.0000
           	 2764	      0	      1	  0.0000	 25.0000
           	 2767	      0	      1	  0.0000	 25.0000
           	 2770	      0	      1	  0.0000	 25.0000
           	 2773	      0	      1	  0.0000	 25.0000
           	 2776	      0	      1	  0.0000	 25.0000
           	 2779	      0	      1	  0.0000	 25.0000
           	 2782	      0	      1	  0.0000	 25.0000
           	 2785	      0	      1	  0.0000	 25.0000
           	 2788	      0	      1	  0.0000	 25.0000
           	 2791	      0	      1	  0.0000	 25.0000
           	 2794	      0	      1	  0.0000	 25.0000
           	 2797	      0	      1	  0.0000	 25.0000
           	 2800	      0	      1	  0.0000	 25.0000
           	 2803	      0	      1	  0.0000	 25.0000
           	 2806	      0	      1	  0.0000	 25.0000
